unit_buy,unit_sell,same,npair,v_out
20 听,1瓶,0,1,6541.240234375
桶,16KG桶,0,1,6520
个,bar,0,1,6513
公斤,种,0,1,6510
KG,板,0,1,6500
列,个,0,1,6500
件,千只,0,2,6490
-,批,0,1,6480
人,人,1,3,6480
桶,4*4,0,1,6480
件(pc),个,0,1,6480
个/月,天,0,1,6451.46
套,CASE,0,1,6442
KA,把,0,2,6439.58
115克,块,0,1,6433.6
只,ZEA,0,1,6432
916852329,UNKNOWN,0,1,6425.93994140625
巻,卷,0,1,6425
件,G,0,2,6420.400001525879
UNKNOWN,盘,0,4,6402.400024414063
立方米,万块,0,1,6400
平方,捆,0,4,6395
916183070,UNKNOWN,0,1,6393.019836425781
千只,市斤,0,1,6387
500ml/瓶,吨,0,1,6375
双,kg,0,3,6368.5
千件,EA,0,2,6351.460052490234
本,SA,0,1,6347.14013671875
UNKNOWN,打,0,2,6338
圈,张,0,1,6330
㎡,栋,0,1,6326.54
100个/袋,个,0,1,6325.64990234375
元/平方米/月,件,0,1,6320
个,平,0,1,6318
张,袋,0,6,6316.400000572205
提,无,0,1,6314
公 斤,个,0,1,6303
扇,平米,0,1,6300
令,KG,0,1,6300
盒,KIT,0,1,6300
1PC,罐,0,2,6287.61984375
1BA,套,0,3,6269.129928588867
架,条,0,3,6266.010192871094
张,辆,0,2,6262
只,GE 个,0,1,6259.8
KWH/元,度,0,1,6245.880065917969
站点,站点,1,1,6240
件,刀,0,1,6236
KG,单,0,1,6222.24
付,EACH,0,1,6213.56005859375
平方米,万个,0,1,6208.1
Kg,本,0,2,6203.39990234375
次,块,0,2,6200
SET,m,0,1,6197.5
米,包/盒,0,1,6197
UNKNOWN,具,0,1,6195
m2,立方米,0,1,6179.8
袋,碗,0,2,6179
台,车,0,1,6171.2001953125
16kg/桶,台,0,1,6160
平米,立方,0,1,6159
套,ml,0,1,6150
卷,款,0,1,6148.33
Pcs,PC,0,1,6135
盘,斤,0,1,6132
令,pcs,0,1,6119
UNKNOWN,饼,0,1,6087.6
斤,碗,0,1,6086
卷,刀,0,1,6084
同,件,0,1,6080
盒,ZHI,0,1,6053
个,扇,0,3,6052
本,本，张,0,1,6044.83984375
m2,M2,0,1,6030
副,zhi,0,1,6022
套,合,0,3,6021
Kg,罐,0,1,6017.01
把（套）,把,0,2,6013.05
盒,令,0,1,6000.009765625
克,10L/箱,0,1,6000
根,托,0,1,6000
#,次,0,1,6000
具,条,0,1,6000
公斤,方,0,1,6000
次,立方米,0,1,6000
次,款,0,1,6000
T,次,0,1,6000
袋,升,0,1,6000
千瓦/时,7-101/11-104,0,1,6000
公斤,年,0,1,6000
间/天,天,0,1,6000
立方米,8立方,0,1,6000
副,根,0,1,6000
/年,台,0,1,6000
双,颗,0,1,5985.60009765625
㎡,桶,0,1,5982
瓶/桶,瓶,0,1,5980
工/天,面,0,1,5967
盒,饼,0,1,5966
把,SET,0,5,5950.809993438721
盒,25ML,0,1,5942
1盒,桶,0,1,5940
个,炉,0,2,5930
卷,ea,0,1,5928
件,Z18,0,1,5920
24支/箱,箱,0,1,5880
平,公斤,0,1,5880
块,顶,0,4,5871.199951171875
kg,1,0,2,5868.439999237061
km,盘,0,2,5855
个(pc),双,0,1,5851.93994140625
Pcs,听,0,1,5851.4
束,条,0,1,5850
合,片,0,4,5845.139999999999
卷,副,0,2,5832.559799194336
24支/箱,24支/箱,1,2,5830
吨,件/根,0,1,5820.8
个,kkwh,0,1,5820
PC,升,0,3,5802.12
支（台）,台,0,1,5800.6
1000,米,0,1,5800
mm,PCS,0,1,5798
米,ea,0,3,5787.040124511719
只,码,0,1,5772
笔,度,0,2,5762.56
Kg,斤,0,1,5760
千克(公斤),套,0,1,5760
套,卡,0,3,5738.25
卷,颗,0,2,5731.3798828125
KG,元/吨,0,1,5727
枚,包,0,1,5720
件,each,0,1,5716
千片,只,0,1,5715.38
吨,桶（罐）,0,1,5709.97998046875
箱 .,批,0,1,5692.17
台,ZI,0,2,5679.780053710938
700个/盒,700个/盒,1,1,5677.9
批,Each,0,1,5670
台,台.,0,1,5650
并,并,1,3,5649.099998474121
KA,卷,0,1,5637.6
合,顶,0,1,5619.10009765625
天,间,0,2,5617
套,缸,0,1,5616
百根,m,0,1,5610.8
架,支,0,2,5608.0400390625
立方米,付,0,1,5600
支,t套,0,1,5600
公斤,bot,0,1,5597.169921875
件,2件/套,0,1,5590
袋,BOX,0,1,5585
个,GE 个,0,1,5580
只,小时,0,3,5579
平方米,提,0,1,5576
kg,本,0,4,5566.5
支,pack,0,1,5544.7001953125
组,对,0,1,5544
PCE,块,0,1,5540.4
CS,个,0,1,5540
笔,KG,0,1,5533.63
吨,元/方,0,1,5531.0400390625
EA,对,0,4,5530
卡,支,0,12,5527.050027637482
米,瓶,0,3,5525
公斤,15KG,0,1,5523.169921875
碗,瓶,0,2,5520.8
pcs,ea,0,1,5520.02001953125
台,CASE,0,1,5520
车付,只,0,1,5520
升,本,0,1,5520
UNKNOWN,卡,0,1,5519.799926757813
个,万发,0,1,5515.2
种,台,0,1,5512
袋,PACKET,0,2,5507.099975585938
1TO,件,0,7,5505.35992767334
万条,UNKNOWN,0,1,5500
PACK,只,0,1,5500
/PCS,桶,0,1,5500
度,千千瓦时,0,1,5497
并,卷,0,1,5484
桐,桶,0,1,5473
代,个,0,2,5460
次,枚,0,1,5458
万条,卷,0,2,5452.68994140625
本,合,0,3,5451.5
SETS,套,0,1,5450
BX,BX,1,1,5445
条,匹,0,1,5424
JUA,卷,0,1,5420.7001953125
圈,吨,0,3,5420.040000915527
克,米,0,2,5407.02
年,根,0,2,5402
根,元,0,1,5400
m3,盒,0,1,5400
立方,桶,0,1,5400
用户,套,0,1,5400
卷,pack,0,1,5400
T,m,0,1,5400
吨,并,0,2,5395
升,次,0,1,5395
Y,条,0,1,5377.76
片,部,0,1,5363.2001953125
50ug,盒,0,2,5361
个,只/AH,0,1,5360
组 .,瓶,0,1,5358.799999952316
件,千件,0,2,5358.60009765625
筒,EA,0,1,5340.86
kg,千克（公斤）,0,2,5336.3
付,盘,0,2,5334
1M/条,根,0,1,5325.8
付,piece,0,1,5325
PCS,具,0,1,5319.8
条,式,0,2,5315.12
条,piece,0,5,5314.610024414063
KM,式,0,1,5310
Kg,副,0,1,5307
台,台 套,0,1,5300
P,本,0,1,5300
片,笔,0,1,5300
辆,㎡,0,1,5300
批,Kit,0,1,5297.3701171875
FUU,付,0,1,5290.5498046875
包,小盒,0,1,5280
只,ALK-1-2.2,0,1,5272
200ML/支,件,0,1,5267
Pc,套,0,1,5264
排,只,0,1,5250
升,EA,0,1,5244.5
1 kg,盒,0,1,5237.129994392395
根,轴,0,1,5225
个,L,0,3,5221.9
张,种,0,2,5208.7
列,台,0,1,5204.919921875
米,立,0,1,5200.27978515625
条,调,0,1,5200
块,一船套,0,1,5200
千件,Pcs,0,1,5176.35009765625
台,個,0,2,5164.070022583008
个,千件,0,5,5148
码,只,0,1,5134.52978515625
千,米,0,2,5128
间,月,0,1,5125.12
天,公里,0,1,5123.5400390625
把,㎡,0,2,5122.14013671875
1 kg,kg,0,1,5121.43994140625
2.5KG/罐,瓶,0,1,5120
Kg,批,0,1,5120
件(pc),条,0,1,5115.01
碗,批,0,1,5107.2
架,平方,0,1,5100
公斤,千米,0,2,5100
米,HE,0,1,5100
PC,GRP,0,1,5096.85009765625
件,千条,0,1,5095
人,吨,0,2,5092
M,轴,0,1,5071.27978515625
块,EACH,0,1,5062.15
M,箱,0,2,5055
千克,千个,0,1,5054.4
瓶,天,0,2,5040
管,支,0,1,5040
张,圈,0,1,5040
床,付,0,2,5040
/,度,0,1,5038
粒,合,0,1,5026
排,套,0,3,5021.359951171875
盒,月,0,3,5010
层,组,0,1,5005
樘,KG,0,2,5003.9599609375
KG,炉,0,1,5000.01
年,无,0,1,5000
吨,加仑,0,1,5000
无,台,0,1,5000
吨,笔,0,1,5000
套,50支/盒,0,1,5000
千米,片,0,1,5000
架,kg,0,1,5000
人次,项,0,1,5000
立方,标准立方米,0,1,5000
桶,16L/桶,0,1,5000
千粒,pcs,0,1,4995
扎,根,0,1,4980
个,305米/盘,0,1,4980
台,克,0,2,4977.290002441407
张,无,0,1,4950
时数,次,0,1,4944.89990234375
米,roll,0,1,4941.64013671875
mg,瓶,0,3,4930
PCS,立方,0,1,4928.8
户,个,0,1,4928
pcs,set,0,1,4923
卡,粒,0,6,4922.92999786377
只,个(套、台),0,1,4920
车,个,0,2,4919.139892578125
箱,pcs,0,5,4919.079991149903
套,延米,0,2,4912
kg,大桶,0,1,4910
吨,6M*件,0,1,4904
月,瓶,0,1,4885
平方米,多种,0,1,4877
500g/瓶,瓶,0,1,4875
吨,Piece,0,1,4873.25
KG,颗,0,1,4871
条,m3,0,1,4868.2900390625
个,方,0,2,4863
kWh,kW·h,0,1,4859.8798828125
千件,Kg,0,1,4853.68017578125
m,扎,0,1,4851.580078125
5千克,箱,0,1,4850
斤,条,0,2,4844
卷,点,0,1,4842.8
轴,片,0,1,4826.25
捆,平,0,2,4820
套,金吨,0,1,4800
桶,drum,0,1,4800
块,人*天,0,1,4800
只,方,0,1,4800
根,班,0,1,4800
kw/h,年,0,1,4800
升,立方米,0,1,4800
升,付,0,1,4798.75
盒,次,0,1,4797
支,Kwh,0,1,4797
盒,对,0,3,4785
本,瓶,0,5,4767.249926185608
把,M2,0,1,4762.81005859375
立米,方,0,1,4750
斤,米,0,3,4750
千米,千克,0,1,4741.10009765625
M^,卷,0,1,4732.0498046875
台,EAT,0,1,4732.02
小时,H,0,1,4713.0498046875
提,把,0,4,4712.279992675782
立方,m2,0,1,4708.8
米,匹,0,1,4700
站点,台,0,1,4700
H1S,台,0,1,4699
款,PCS,0,1,4690.2001953125
192孔pcr架,个,0,1,4676
盘,度,0,1,4670
公斤,PK,0,1,4666
桶,遍,0,1,4663.619934082031
kg,壶,0,3,4660
只,table,0,2,4655.77
碗,1碗,0,1,4644
千套,千件,0,1,4620
6月,UNKNOWN,0,1,4619.83
台,PS,0,1,4600
桶,捅,0,1,4600
根,千个,0,1,4590
个,D10YH5-4,0,1,4589.919921875
十个,塔,0,1,4585.92
块,卡,0,3,4584.809997558594
公斤,500G/并,0,1,4580
袋,筒,0,5,4576.200006103515
平方,基,0,1,4573.2
kit,1 set,0,1,4558
个,瓦,0,1,4554
平方分米,个,0,1,4549
-,次,0,1,4545.240234375
片,Kg,0,1,4545
合,付,0,1,4536
把,部,0,2,4523
桶,180kg/桶,0,1,4521.02
kg,Pc,0,1,4520
笔,公斤,0,1,4510
吨,匹,0,1,4500
双,斤,0,1,4500
支,bot,0,1,4500
航次,UNKNOWN,0,1,4500
箱,1*20,0,1,4500
平方,逃,0,1,4500
室,ST,0,1,4500
千件,式,0,1,4500
箱(6),个,0,1,4500
台,1件,0,1,4499
炉,片,0,1,4491
包,1袋,0,1,4470
把,HE,0,2,4456
盘,吨,0,4,4454.27001953125
PC,件数,0,1,4453.68017578125
张,门,0,1,4452
棵,吨,0,2,4450
片,年,0,1,4446
台,元/年,0,1,4440
台,100,0,1,4428.6
1BX,UNKNOWN,0,1,4426.77978515625
套,L,0,1,4422
PCS,GE,0,1,4419.60009765625
日,UNKNOWN,0,2,4418
期,张,0,1,4400
M,GEN,0,1,4400
根,本,0,1,4400
500g,升,0,2,4392
米,轴,0,3,4391.280000000001
915617525,件,0,1,4385
公里,EA,0,1,4384.7998046875
30支/盒,30支/盒,1,1,4380
吨,万套,0,1,4374.5
根,件/根,0,1,4360
420毫升/个,桶,0,1,4352.39990234375
卡,UNKNOWN,0,4,4352.279998779297
包装,支,0,1,4351.5
吨,托,0,1,4350
SFRV-400,个,0,1,4340.7001953125
件,加仑,0,2,4318.8
朵,朵,1,1,4318
盒(Pcs),袋,0,1,4314.65
只,千瓦,0,1,4310
粒,对,0,2,4308
副,1包,0,1,4308
支,m2,0,3,4306.8
把,千件,0,1,4301.75
件,快,0,1,4300
1 个,个,0,15,4297.030008964539
个,盘100米,0,1,4289.08
1 批,1台,0,2,4286
合,根,0,2,4284
次,车,0,2,4283
罐,1kg,0,1,4280
盒,盘,0,7,4277
套,芯,0,1,4266
ZH,只,0,1,4256
把,Kg,0,1,4254.10009765625
吨(MT),吨（MT）,0,1,4250
袋(Pcs),个,0,3,4238.529980659485
1盒,批,0,2,4233.39990234375
对米,条,0,1,4231.52978515625
公斤,尾,0,1,4230.77001953125
set,块,0,1,4216
包,公,0,1,4211.55
平方分米,根,0,1,4203.2
gk,件,0,1,4200
车,天,0,1,4200
个(pc),片,0,1,4199.99
KW,UNKNOWN,0,1,4196.7
个,平方尺,0,1,4190.1
kg,台班,0,1,4190
件,M2,0,2,4189.6
10瓶,个,0,1,4180.109985351563
台,RE,0,1,4180
粒,EA,0,1,4172
带,带,1,1,4161.25
根,AU,0,1,4160
套,PAIR,0,1,4160
EA,TAI,0,1,4158.76
项,把,0,1,4155
L,BOT,0,1,4153.2
箱,年,0,1,4146.41015625
只,PCE,0,2,4114.550048828125
㎡,对,0,1,4103.7998046875
元/只,个,0,1,4100
套,5台/次,0,1,4100
人,口,0,1,4100
瓶,坛,0,1,4098
-,个,0,2,4095.079986572266
支,盘,0,4,4088.16
盘,PCS,0,2,4080
12包,提,0,1,4076.78
各,双,0,1,4068
盒,小盒,0,2,4065.300048828125
J件,个,0,1,4050
盘,㎏,0,1,4050
台,系统,0,1,4048
ea,件,0,1,4025
只,LRD10C,0,1,4020
枚,本,0,1,4006.89990234375
天,批,0,1,4000
小时,日,0,1,4000
综,批,0,1,4000
年（次）,UNKNOWN,0,1,4000
万,台,0,1,4000
盒,无,0,1,4000
包,DB,0,1,4000
根,KWH,0,1,4000
枪,套,0,1,4000
PSC,套,0,1,4000
次,口,0,1,4000
户,次,0,2,4000
拍,个,0,1,3997.09
piece,box,0,1,3987.360046386719
单位,项,0,1,3984
套,百只,0,1,3980
EACH,each,0,1,3970
盏/套,套,0,1,3960
平,块,0,1,3955
根,BOX,0,2,3955
板,副,0,1,3946
介,个,0,1,3944
提,宗,0,1,3936
条,芯,0,2,3932
pcs,顶,0,1,3924.96
1盒,听,0,1,3920
月,片,0,1,3920
合,把,0,8,3907.75
床,箱,0,1,3906
张,捆,0,2,3905
批,令,0,1,3900
捅,项,0,1,3900
块,快,0,1,3900
CAR,支,0,1,3900
箱,芯,0,1,3886.199951171875
棵,枚,0,1,3880.050109863281
UNKNOWN,工时（天）,0,1,3880
盘,张,0,3,3875.5
爆,包,0,1,3858.800048828125
PS,个,0,1,3853.45
立方米,次,0,1,3850.89990234375
千克,并,0,1,3850
圈,KG,0,2,3840
把,平方,0,3,3834.64
辆,支,0,2,3821.059999465942
1SA,件,0,5,3820.569980621338
盒,打,0,2,3810.45
盘,把,0,6,3807.550003051758
根,纯,0,1,3800
元,间,0,1,3800
人,个,0,1,3800
1,片,0,1,3800
册,期,0,1,3800
单,笔,0,1,3800
12瓶箱,袋,0,1,3792.60009765625
立方,袋,0,2,3784.899993896484
1kg,UNKNOWN,0,3,3784.709909667969
包装,包装,1,1,3781.39990234375
无,套,0,1,3780.2
UNKNOWN,f,0,1,3780.18994140625
只,DN20,0,1,3780
4KG,桶,0,1,3780
代,册,0,2,3780
1 盒,瓶,0,1,3778.989990234375
平米,支,0,1,3769.199951171875
件,盒/箱,0,2,3768.999988555908
对,TAO,0,1,3760
笔,单,0,1,3760
SET,筒,0,1,3751.62
BOT,EA,0,1,3750.56
桶25,桶,0,1,3750
罐,瓶/罐,0,1,3744
两片,两片,1,1,3740
个/台,个,0,2,3734.39990234375
.,个,0,1,3734
件,立方,0,1,3727.85009765625
铁盒,盒,0,1,3726.350006103516
台,Piece,0,1,3720
kg,颗,0,1,3717
公斤,筒,0,1,3710
1 批,袋,0,2,3706.800003051758
盒 .,组,0,1,3704.10009765625
合,套,0,4,3703.6
缸,台,0,2,3702
吨,平,0,1,3701.85
挂,挂,1,1,3700
卷,贴,0,1,3700
mtr,mtr,1,1,3700
本,只(支),0,1,3690.5400390625
对,箱,0,3,3689.8
方桶,千克,0,1,3685.75
支,PS,0,3,3680
台,轴,0,1,3680
顶,公斤,0,1,3680
合,KG,0,2,3660
1TO,包,0,1,3650.14990234375
版,个,0,2,3623.75
千克,mg,0,1,3620
宗,本,0,1,3603.599945068359
支,铝罐/盒,0,1,3600
式,卷,0,1,3600
圈,根,0,4,3597
拾,个,0,1,3595
码,付,0,1,3580
12 罐,12罐,0,1,3579.580078125
1pc,UNKNOWN,0,1,3569.199951171875
千件,袋,0,1,3567.37
只(支),只,0,1,3552.47998046875
扇,组,0,1,3546
包/件,包,0,1,3540
份,桶,0,1,3539
千支,根,0,1,3536.60009765625
对,桶,0,2,3533.5
袋 .,包.,0,4,3529.520099639893
盘,项,0,1,3510
台,3,0,1,3510
包,PAK,0,3,3505.760009765625
千克,合,0,1,3500
mm,片,0,1,3500
扎,把,0,1,3500
pk,台,0,1,3500
UNKNOWN,SET,0,1,3500
方,只,0,1,3495
个,CM,0,1,3488.799926757813
个,ZHI,0,1,3483.61
支,份,0,1,3480
包,CAN,0,1,3480
件/套,枚,0,1,3480
卡,本,0,2,3479.62
个,束,0,2,3478.1
UNKNOWN,TIA,0,1,3477.239990234375
万卡,台,0,1,3470
百个,把,0,2,3466
件,CASE,0,2,3463.799987792969
个 .,吨,0,2,3460.069951171875
只,LY-38,0,1,3450
个,个/月,0,1,3450
500g,包,0,2,3435.739921569824
千,EACH,0,1,3426.56005859375
樘,镗,0,1,3424
盒/箱,桶,0,2,3420
刀,本,0,2,3413.199996948242
箱,枚,0,2,3408.670000076294
厘米,UNKNOWN,0,1,3400
人份,筒,0,1,3400
台/套,付,0,1,3400
箱,台次,0,1,3400
令,刀,0,2,3397
㏒,件,0,1,3387.3798828125
卷,PR,0,1,3384
块,粒,0,2,3382.450073242188
BO5,件,0,1,3380.47998046875
根,辆,0,3,3375.04
台套,只,0,1,3365.60009765625
片,ea,0,2,3362.81005859375
平方米,盏,0,1,3360
米,MR,0,1,3360
会期,次,0,1,3360
具,副,0,1,3360
把,m,0,1,3348
160KG/桶,KG,0,1,3348
吨,中桶,0,2,3340
瓶,十瓶,0,2,3339.119995117188
T,EA,0,1,3338
对,片,0,1,3326.4
张,方,0,1,3317
325ML,瓶,0,1,3312
套,小盒,0,1,3306.909912109375
瓶,杯,0,1,3304.199951171875
圈,个,0,6,3303.800048828125
个,TAI,0,2,3301
平,吨,0,1,3300
100M,米,0,1,3300
170KG/桶,付,0,1,3300
平米,M3,0,1,3300
圆,批,0,1,3300
桶,G,0,2,3294.530000095368
升,卷,0,2,3280
1KG/罐,KG,0,1,3276
公斤,轴,0,1,3271.8
次,趟,0,2,3265
颗,盏,0,1,3263.699951171875
大盒,箱,0,1,3262
节,卡,0,3,3254.660009765625
吨,PG,0,1,3250.010009765625
盒,F.F.P.F.EMC,0,1,3250
年,册,0,1,3250
平,只,0,1,3240
公斤,一批,0,1,3231
具,提,0,1,3230
桶,片,0,2,3228
M3,只,0,1,3225.60009765625
只,PRS,0,1,3218.25
笔,立方米,0,1,3217.9
盒,5L/桶,0,1,3216
个,R,0,1,3214.4
平方米,10个,0,1,3209.070068359375
辆,LIA,0,1,3201.3701171875
个,MW.h,0,1,3200
桶,18L/罐,0,1,3200
付,合,0,1,3200
台,K,0,1,3200
BL,票,0,1,3200
1 台,台,0,3,3191.369995117188
平,卷,0,1,3190
100g,盒,0,1,3187.2
kW·h,kw·h,0,1,3177
盘,KM,0,1,3160
件,圈,0,2,3160
包,床,0,2,3159.73
瓶,BT,0,1,3150
BOX,UNKNOWN,0,1,3150
个,金属吨,0,2,3150
p,kg,0,1,3150
盒,项,0,2,3150
张/卷,只,0,1,3144
件,联,0,2,3140
个,巴,0,3,3140
分米,UNKNOWN,0,1,3134.699951171875
卷,并,0,2,3132.869964599609
块,度,0,2,3122
UNKNOWN,每,0,1,3120
件/套,套,0,1,3117.719970703125
天,人,0,1,3116
个,工位,0,1,3115
把,升,0,1,3109.76
台,台`,0,1,3108
盒,HE,0,1,3100
KG,册,0,1,3093
双,吨,0,1,3091.199951171875
本,提,0,1,3091
.盒.,盒,0,1,3089.429931640625
千套,piece,0,1,3087.919921875
台,HR83,0,1,3087.3798828125
年,只,0,3,3085.490005493164
1 kg,袋,0,1,3066.10986328125
Kg,片,0,2,3065
台.,批,0,1,3060
箱,吨(MT),0,1,3060
盒,ml,0,1,3060
车,月,0,2,3050
100支/盒,支,0,1,3050
盘,kwh,0,1,3045
箱/305M,米,0,1,3040
张,32,0,1,3040
筒,码,0,2,3035.260009765625
升,平方米,0,1,3019.3
个,千克(公斤),0,1,3016
立方,支,0,1,3010
每一个,块,0,1,3002
扎,本,0,2,3001
台次,项,0,1,3000
年,式,0,1,3000
件/支,块,0,1,3000
kg,工,0,1,3000
each,个,0,1,3000
场,场,1,1,3000
M3,米,0,1,3000
年,条,0,1,3000
lot,件,0,1,3000
捆,箱,0,1,3000
ST,EA,0,1,3000
季,台,0,1,3000
个,12个/箱,0,1,3000
个,千米（公里）,0,1,3000
支,25KG/桶,0,1,3000
组,瓶颈,0,1,3000
米,千支,0,2,2996.670043945313
筒,盘,0,2,2993.93994140625
千米,项,0,1,2993.5
片,无,0,1,2990.88
条,TIA,0,1,2988
张,万,0,1,2969.5
Z18,600毫升*12瓶/件,0,1,2965.56
千件,盒,0,3,2965
pc,EA,0,1,2962.420043945313
个,TAO,0,2,2959
200L/桶,200L,0,1,2950
个,29,0,1,2950
本,付,0,1,2950
盒.,千克,0,1,2948
巴,把,0,5,2947.300048828125
卷,扇,0,1,2940
批,BAG,0,1,2939.98
1 卡,卡,0,5,2939.52006149292
M,piece,0,1,2938.58
件,01,0,1,2934
张,1台,0,1,2934
座,台,0,2,2930
cm2,只,0,1,2929.18
格,个,0,1,2928
set,个,0,2,2914.43
916850061,UNKNOWN,0,1,2903.27001953125
1组,箱,0,1,2900
平米,EA,0,1,2900
NR,NR,1,1,2900
盒,碗,0,1,2898
1 批,1盒,0,1,2880.629974365234
卷,扎,0,3,2880
件24,瓶,0,1,2880
台,镀锌,0,1,2880
18L,桶,0,1,2880
把,吧,0,1,2880
罐,月,0,1,2880
桶,BOX,0,2,2876.8
KPC,只,0,1,2872.210144042969
只,1个,0,2,2865.840000152588
500毫升,吨,0,1,2860
立方米,趟,0,1,2860
袋-120,卷,0,1,2860
桶,双,0,1,2860
1瓶,UNKNOWN,0,2,2855.399963378906
梱,平方,0,1,2850
万,只,0,1,2849.86
个 .,月,0,2,2848.989990234375
盒,BOX,0,1,2840.5
件,每一个,0,2,2836.1201171875
筒,瓶,0,1,2835
杜瓦瓶,瓶,0,1,2834.949951171875
筒,千克,0,2,2834.5
件,百件,0,1,2822.260009765625
听,只,0,5,2811.630004882813
批,元/吨,0,1,2808
GE,个,0,1,2804.84
批,小时,0,1,2800
平方米,巻,0,1,2800
UNKNOWN,幅,0,1,2800
台,元/批,0,1,2799
间,次,0,2,2784
千粒,UNKNOWN,0,1,2780
SET,carton,0,1,2779.919921875
千克,100个,0,1,2779.780029296875
平米,箱,0,2,2773.29
Piece,个,0,1,2770.72
RL,卷,0,1,2770
台,BX,0,1,2765.599975585938
人份,块,0,1,2761.199951171875
1 批,1支,0,1,2761.030029296875
套/年,UNKNOWN,0,1,2760
BAG,袋,0,1,2759.52
瓶,甁,0,6,2759
笔,PCS,0,1,2756
米,---,0,1,2750
UNKNOWN,桌,0,2,2743
M,PC,0,1,2741.18
组,卡,0,2,2737.869960784912
个(pc),顶,0,1,2737.800048828125
张,码,0,1,2736
1瓶,千克,0,1,2735
支,mg,0,1,2730.7
只,4G,0,1,2725
千块,千块,1,2,2723.34
kg,BOX,0,1,2722.5
个,7,0,1,2720
台,TP-LINK6300,0,1,2720
十只,PCS,0,1,2719.6201171875
kg,SET,0,1,2714.39990234375
米,千克（公斤）,0,1,2707.969970703125
基,件,0,1,2703.580078125
1PC,桶,0,1,2701.919921875
千瓦/时,Kwh,0,1,2701.60009765625
PC件,PC,0,1,2700.010009765625
台,Kwh,0,1,2700
部,PC,0,1,2700
架,包,0,1,2700
块,M,0,1,2700
次,L,0,1,2700
次/人,人,0,1,2700
只,ｍ2,0,1,2700
M3,个,0,1,2699.199951171875
双,瓶,0,3,2690.96006834507
KG,每一个,0,1,2688
块,辆,0,2,2672
1PC,条,0,1,2672
毫升,套,0,1,2669.77
佰,个,0,2,2665.94
盒 .,吨,0,1,2665.35009765625
听,板,0,1,2663
箱,6入,0,1,2650
箱/500付,副,0,1,2650
KG,BOT,0,1,2640
Kilogram,个,0,1,2635.22998046875
捆,片,0,2,2625
千支,盒,0,2,2620.010009765625
米,万粒,0,1,2618
排,把,0,2,2608
千瓦时（度）,千瓦时（度）,1,1,2603.94
只,吨(MT),0,1,2600
KG,GAL,0,1,2600
1,EA,0,1,2600
百米,捆,0,1,2600
辆,set,0,1,2594.45
盒,1盒,0,3,2591.5
袋,盘,0,2,2589
件,台份,0,1,2586.5
拾,公斤,0,1,2578.800048828125
根,㎏,0,1,2577.60009765625
套,干克,0,1,2575
卷,对,0,1,2574
500ML,KG,0,1,2574
条 .,提,0,1,2573.60009765625
卷,巻,0,3,2568.750024414062
20L/桶,20L/桶,1,1,2565
圆,个,0,1,2560
毫米,付,0,1,2555.5
Set,UNKNOWN,0,1,2544.09
500g,KG,0,1,2543.52001953125
台,Pc,0,1,2540
印,张,0,1,2540
节,粒,0,5,2536.8
PCS,每一个,0,1,2536.1
个,千,0,1,2535
Kg,T,0,1,2532.300048828125
辆,平方,0,1,2522
平方分米,件,0,1,2520.1
条,HE,0,1,2520
套,1瓶,0,1,2520
米,具,0,2,2518
项,片,0,2,2510
万只,箱,0,2,2505.93994140625
代,月,0,1,2505.6
枚,粒,0,1,2504.6
kg,圈,0,1,2500
Drum,千克,0,1,2500
袋,大米,0,1,2500
份,-,0,1,2500
只,KM,0,1,2500
个,同,0,1,2496
个,J1,0,1,2491.830078125
kg,1kg,0,5,2490.699996948242
卷,pc,0,2,2489
台次,组,0,1,2482
个,KW,0,1,2482
条,items,0,1,2480.39990234375
根,合,0,2,2480
kg,提,0,1,2472.5
套年,次,0,1,2470
kg,cm,0,1,2470
卡 ..,卡..,0,1,2467.599998474121
TAI,只,0,2,2464.18994140625
1袋,桶,0,1,2463
架,EA,0,2,2457.239990234375
项,罐,0,1,2450
组,樘,0,1,2444
PCS,cas,0,1,2437.919921875
袋,本,0,3,2431.2
盘,捆,0,4,2431
支,元/根,0,1,2420
万只,颗,0,1,2418.75
M2,M,0,1,2412.8
贴,片,0,1,2400
元,盒,0,1,2400
P,盒,0,1,2400
项,p,0,1,2400
40米/卷,板,0,1,2400
平方英尺,m,0,1,2400
公斤,罐/KG,0,1,2400
百米,个,0,1,2400
部,次,0,1,2400
元,辆,0,1,2400
次,工日,0,1,2400
套,2件套,0,1,2400
KG,800g/罐,0,1,2400
个,套Комп.,0,1,2400
BAG,PCS,0,1,2400
瓶 .,包,0,1,2396.800048828125
大合,台,0,1,2388
件,段,0,1,2387.389892578125
piece,扇,0,1,2380
km,千克,0,1,2379.48
部,条,0,1,2376
UNKNOWN,1台,0,1,2372
罐,斤,0,4,2367.6
公斤,BOTTLE,0,1,2360
只,合,0,7,2359.5
件,币值,0,1,2350
M,㎏,0,1,2350
套,ps,0,1,2348
吨,PS,0,1,2346.0400390625
批,色,0,1,2340
包,500g,0,1,2332.6201171875
次,箱,0,2,2331
次,时,0,1,2327
批,piece,0,1,2322.670043945313
只,PCD,0,1,2318
幅,只,0,2,2318
台,M2,0,1,2316
1 件,件,0,6,2309.500003814697
EA,M,0,1,2300
月,X,0,1,2300
米,梱,0,1,2300
米,KWh,0,1,2300
副,set,0,1,2290.859985351563
1 kg,1盒,0,2,2284.699951171875
