unit_buy,unit_sell,same,npair,v_out
12瓶箱,箱,0,4,1946363.078125
座,批,0,3,1946123.25
瓶,克,0,4,1939734.259956055
扎,包,0,3,1939656.469998779
件,元/千克,0,1,1935031.53125
千克,平米,0,6,1934855.8875
件、双,UNKNOWN,0,1,1934411
万支,千支,0,2,1927943.525390625
中盒,盒,0,4,1926386.6
吨,发,0,3,1925887.890097656
吨,千发,0,1,1924320
UNKNOWN,付,0,15,1922465.3
千件,pcs,0,6,1920964.06
张,支,0,26,1920852.700029297
PCS,箱,0,23,1920292.659902344
吨,册,0,6,1915774.558339844
PIA,PIA,1,1,1915531.74
公斤,项,0,21,1914503.451679688
立方米,月,0,4,1914003.235019531
根,片,0,34,1911718.494885254
UNKNOWN,颗,0,2,1911171.25
处,项,0,1,1911125
千克,KSET,0,1,1910868.25
JG,平方米,0,1,1908461.75
KW,千瓦时,0,2,1906578.380859375
TAI,个,0,4,1904982.694824219
BOX,桶,0,2,1904405
支,400ml/支,0,1,1902615
个,-,0,2,1901413.125
台,ST,0,20,1899540.181445122
张,平方厘米,0,1,1889017.91
片,平方,0,19,1888516.61875
Kg,千米,0,1,1886828.39
EA,付,0,4,1884927.830000001
台,㎡,0,16,1884386.418701172
件,种,0,2,1881881.78
次,无,0,5,1880781.860001526
Kg,付,0,3,1879326.16
米,SF,0,2,1878627.95
Each,件,0,5,1875556.560625
公斤,m2,0,10,1873637.35
千克/组,个,0,1,1872128.64
米,m2,0,7,1871803.42
克,L,0,1,1870343.4
张,m2,0,14,1866220.256875
kg,立方,0,3,1861612.4
kg,码,0,5,1860971.980058594
套,KG,0,50,1860918.542602386
支,对,0,16,1856010.918359375
盒,人份,0,10,1854012.6828125
延米,吨,0,1,1845608.75
元/吨,吨,0,3,1840798.700195313
套,千瓦,0,2,1840514
M3,平方米,0,2,1840040
台,副,0,54,1839684.366729736
元/月,元/年,0,1,1837360.8
个,㎡,0,16,1837120.750419922
元,单,0,1,1837080.64
吨,元,0,10,1832692.635906219
台,平米,0,13,1829911
公斤,m,0,14,1829170.649765625
吨,座,0,5,1828636
条,平方米,0,10,1826856.4
立方,块,0,13,1824865.246115723
批,KWH,0,1,1824570
平方米,基,0,1,1820000
只,dd,0,1,1818593.54
pc,pc,1,4,1818300.6
公斤,组,0,22,1817262.884663086
对,台,0,63,1817098
副,双,0,60,1814440.472572632
平米,只,0,4,1812790.7809375
个,万只,0,2,1812078.76
卷,提,0,6,1812068.02703125
千瓦/时,度,0,3,1809876.275390625
UNKNOWN,Pcs,0,2,1808684.875
克,公斤,0,7,1795845.3625
1,台,0,6,1794191
㎡,项,0,5,1793349.850390625
片,kg,0,20,1793221.058959961
页,平方,0,1,1790665.07
套,M,0,12,1789979.445623474
万只,粒,0,3,1789912.484912109
只,百支,0,1,1788851.6640625
枚,盒,0,8,1785934.755097656
吨,吨*铁,0,1,1785594.82
千瓦时,Kwh,0,2,1784329.185
PCS,100pc,0,1,1783358.65
平方英尺,吨,0,2,1781855.5
把,片,0,79,1781345.107263183
PAK,千克,0,1,1780989.63
腔,套,0,1,1778400
kg,万片,0,3,1776501.3
立方,项,0,2,1773647.28
UNKNOWN,桶,0,42,1773188.02411499
块,盒,0,48,1772644.607970581
UNKNOWN,分钟,0,1,1769134.69
罐,包,0,22,1767081.507936325
DR,桶,0,1,1766466
kw.h,kw.h,1,6,1766274.900390625
KWH+,KWH+,1,2,1766074.776875
根,捆,0,1,1763503
万度,万度,1,3,1758048.99921875
卷,百米,0,1,1756489.875
GJ,GJ,1,3,1756060.515625
批,季度,0,2,1755311
桶,袋,0,49,1754957.84857811
M2,卷,0,2,1752186.36
期,份,0,1,1751123
公斤,SF,0,1,1750814.27
面,米,0,1,1749921.4
台,枚,0,7,1749113.625
米,面,0,5,1748418.1625
千套,套,0,10,1747361.44
条,公里,0,2,1746690.80078125
千瓦时,项,0,8,1744328.38921875
平米,m2,0,5,1741043.212890625
十亿,kg,0,1,1739871.24
项,方,0,3,1738026.774288177
桶,提,0,2,1736819
平方,吨,0,15,1735885.990197144
块,㎡,0,6,1735168.74
核,套,0,1,1730450
千米,PCS,0,3,1723739.31
盒,把,0,112,1723541.163466797
Kwh,度,0,4,1721918.778554688
令,个,0,22,1721409.36019043
克,只,0,5,1720469.65
箱,副,0,14,1718497.95306488
吨,200L/桶,0,5,1718409
件,架,0,5,1717518.555175781
台,对,0,102,1715678.131634522
具,套,0,19,1714812
马力/小时,吨,0,1,1713401.93
T(吨),吨,0,2,1709450
颗,千个,0,2,1707946.46
班,UNKNOWN,0,1,1707800
千克,盘,0,2,1705508
罐,批,0,7,1704935.46078125
口,TAI,0,1,1701810.375
PAC,公斤,0,1,1699750
KWH千瓦时,度,0,1,1697195
罐,公斤,0,15,1694892.644373169
PCS,公斤,0,6,1694521.15
PCS,颗,0,5,1690643.049994507
K,K,1,8,1690568.340007324
米,平米,0,17,1688515.359375
精吨,吨,0,1,1687148.02
批,1套,0,1,1683898
m3,张,0,6,1681948.5
M/个,张,0,1,1680485.75
千粒,盒,0,1,1678338.78
米,瓦,0,2,1673479.8
UNKNOWN,200米/箱,0,1,1672614.02
卷,kg,0,41,1672314.933967285
Pcs,颗,0,1,1668341.5
卡,只,0,14,1665753.037689667
项,M2,0,2,1663553.75
千瓦时,万KH,0,1,1661523.1875
小时,套,0,5,1660217.34
PCS,项,0,11,1652689.107475586
组,支,0,16,1652568.240097656
㎡,卷,0,7,1652139.831634521
KG,SF,0,1,1650000
UNKNOWN,车次,0,1,1650000
kwh,千千瓦时,0,2,1649111.37
卷,KM,0,5,1648777.575683594
瓶 .,桶,0,3,1648110.3046875
K,套,0,4,1647289.4
条,块,0,74,1645981.490409241
打,只,0,2,1645164.3
盘,台,0,21,1644254.55
台,0.3,0,1,1640100
件/套,件,0,2,1638194.32
付,万付,0,1,1637583.84
量,辆,0,1,1635634
批,册,0,6,1630931.955
PAI,KG,0,1,1628794.16
KG,g,0,2,1627127.540012817
kg,m,0,12,1624105.30078125
瓶,块,0,22,1619014.005941849
万只,千只,0,5,1615681.5
Kg,根,0,12,1615172.9
张,枚,0,8,1613912.3
块,Pcs,0,2,1613232.92125
kWh.,千.kwh,0,1,1611327.22265625
瓶,PCS,0,23,1609759.420761719
台,栋,0,2,1607142
盒,平方厘米,0,3,1604494
DRM,桶,0,2,1603197.919921875
克拉,个,0,3,1601776
船套,套,0,3,1597600
户,UNKNOWN,0,17,1595887
公斤,㎏,0,8,1594377.73875
元,平,0,1,1592030.25
台,笔,0,6,1591498.8
吨,千件,0,15,1589841.56991211
粒,公斤,0,2,1589607.55
SE,套,0,5,1587923.11
立方,pc,0,2,1587603.72
m3,米,0,5,1585995.288452148
瓶,包,0,112,1583022.962065115
台,门,0,1,1581080
100U/袋,公斤,0,1,1580735
24瓶/箱,瓶,0,3,1580379.140625
本,张,0,52,1580090.917484865
Pcs,只,0,7,1579789.780029297
千克,双,0,15,1577111.45078125
只,具,0,9,1575215.403691406
度,批,0,5,1571014.74375
立方,只,0,20,1570448.130185547
BOX,台,0,3,1567448.025
付,FU,0,1,1565882
BLK,包,0,1,1563200
月,EA,0,1,1560896.24
吨,台套,0,2,1560822
立方,批,0,9,1559288.960234375
平方英尺,付,0,1,1558946.5
305米/箱,箱,0,4,1558796.67
张,项,0,19,1556039.913125
千克,箱*袋,0,1,1548932.5
道,件,0,1,1548799
万支,万支,1,6,1548187.084375
台,瓶,0,89,1547219.776541672
批,对开张,0,1,1546600
千支,批,0,4,1545405.559375
台/月,UNKNOWN,0,1,1543833.4
米,PC,0,23,1541421.93877573
千件,千只,0,10,1541372.833881836
平方,PCS,0,9,1539296.499863281
套,TAI,0,7,1539210.75
CAR,袋,0,1,1537214.71875
式,UNKNOWN,0,7,1532561.91
立方米,箱,0,4,1529335.47
吨,MW,0,1,1527946
度,套,0,8,1524280.619296875
万发,吨,0,3,1522928.62
支,块,0,96,1520929.138104754
kg,项,0,4,1520363.8
公斤,立方米,0,6,1519197.46
平,UNKNOWN,0,5,1518247
套,1,0,19,1516519.164716797
立方米,平米,0,4,1515000
片,组,0,19,1514524.5
包,双,0,19,1509779.185571289
延米,M,0,1,1508380
Z18,件,0,5,1505436.874626465
卷,包,0,123,1504604.498329334
天,天,1,12,1503410
枚,片,0,6,1501067.13
票,个,0,3,1500844.84
平米,重箱,0,1,1499314.25
公斤,粒,0,7,1498136.382080078
KW/H,度,0,1,1498122.4375
卷,KG,0,41,1497019.1483638
万发,公斤,0,2,1494052.82
1 支,支,0,2,1492682.179981232
L,kg,0,7,1491439.859954834
盒,听,0,12,1487983.816887207
颗,片,0,3,1487785.601875
台 .,台,0,18,1486584
万枚,万枚,1,1,1484458
EA,千克,0,4,1483735.67
台,架,0,19,1482322.86125
万粒,PCS,0,5,1481857.23
座,个,0,5,1479519.8
CAR,UNKNOWN,0,2,1474902.57
票,批,0,14,1472623.18078125
轴,箱,0,1,1471800
kg,副,0,7,1471422.73
PC,set,0,4,1470677.03125
UNKNOWN,把,0,53,1466660.659775009
个,T,0,5,1464395.34
方,件,0,5,1464361.91
百个,百个,1,8,1463964.052774277
个,万张,0,2,1463442.6875
盒,页,0,1,1462640
盘,个,0,91,1461513.348220978
件,TON,0,1,1461031.125
井次,UNKNOWN,0,1,1459875.875
PCE,把,0,3,1459736.1
FU,PIA,0,1,1459176.5
棵,棵,1,2,1458862
片,m2,0,6,1458010.5
件,件/套,0,3,1451660.98
千件,千套,0,2,1449801.16
千瓦时,箱,0,1,1446475.63
双,条,0,20,1446054.163358154
对,双,0,18,1445935.965
批,1,0,8,1445921.2609375
支(铝箔装),条,0,1,1440186.95
克拉,千克,0,1,1439850
吨,式,0,5,1439752.89
UNKNOWN,ST,0,3,1437889.028808594
张,PC,0,13,1437684.607600098
片,千瓦,0,1,1436396
次,期,0,7,1435960
本,吨,0,4,1433841.81
套,粒,0,18,1433191.540039063
公斤,g,0,5,1433145.346168518
副,千克,0,7,1428676.651757813
1BK,块,0,9,1427112.910461426
次,辆,0,12,1427103.99
单票,UNKNOWN,0,2,1424211.25
码,套,0,11,1423962.316717224
基,基,1,2,1421930
袋,桶,0,49,1421859.331499634
UNKNOWN,pcs,0,10,1420916.531875
pcs.,瓶,0,1,1420558
期,天,0,1,1420000
KWH,KW,0,1,1419477.546875
m3,UNKNOWN,0,13,1418175.909574585
KG,千瓦时,0,1,1416680.34375
升,千克,0,17,1415325.014265137
付,根,0,28,1412941.400013885
台套,席,0,1,1411460
瓶,提,0,10,1411126.3696875
PCS,卷,0,30,1406598.166585388
百米,件,0,2,1405367
KWh,KWh,1,3,1403090.374511719
套,基,0,3,1402758
工日,工日,1,1,1401944.78125
延米,㎡,0,1,1400420
袋,副,0,3,1399844
千克,副,0,6,1399182.879998779
袋,无,0,3,1395451.774375001
项,面,0,3,1395441.700195313
m,Kg,0,2,1394494.394775391
天,平方,0,1,1393263.18
张,KG,0,24,1393217.23001709
趟,UNKNOWN,0,3,1393050
张,kg,0,26,1392630.906603298
条,PC,0,27,1391539.289596558
kw.h,KW.H,0,1,1389359.59
公斤,千,0,2,1383221.06875
SE,件,0,1,1382625
箱,票,0,3,1381682
个,面,0,24,1381507.659897461
瓶,立方米,0,3,1379664.97
季,月,0,4,1378018
打,个,0,14,1376648.90921875
方,个,0,7,1374211.675013428
匹,万块,0,1,1374188.5
笔,项,0,15,1372935.490097656
打,UNKNOWN,0,6,1371971.778125
24瓶箱,件,0,3,1371518.69296875
CA,瓶,0,3,1368945.6015625
个,M,0,29,1368431.635078125
套,BKT,0,2,1367560.875
箱,18L,0,1,1364482.77
台,位,0,2,1364000
包,支,0,38,1363793.860821342
一批,个,0,3,1363692.845703125
次,式,0,2,1359664
毫克,人份,0,1,1358680
Pcs,Pcs,1,7,1357784.55
份,批,0,19,1356172.9084375
Pcs,台,0,13,1355202.3384375
1TA,台,0,19,1354846.589679565
L,吨,0,4,1354095
平方英尺,打,0,1,1353848.85
万粒,万粒,1,3,1347890
付,PCS,0,13,1347354.999994507
元,次,0,14,1346385.890302734
套,桶,0,58,1344962.553751831
条,g,0,2,1344605.375
EA,块,0,5,1343398.78
把,组,0,9,1343319.049987793
一批,台,0,1,1340268.85
磅,公斤,0,2,1337422.1875
张,册,0,14,1337196.059960938
包,张,0,34,1333251.886910706
平方米,M,0,4,1332463.0875
市斤,斤,0,3,1331869.6484375
K,千只,0,5,1330970.279140625
kWh,面,0,1,1330780.92
TON,TON,1,2,1329702.31
箱,平方厘米,0,1,1327867.5
罐,套,0,13,1326074.839765625
套,袋,0,29,1325792.539510064
m,千克,0,5,1325675.8296875
片,付,0,30,1325169.365893555
班,套,0,2,1324987.78125
升,箱,0,15,1321176.742818604
台/件,件,0,1,1321053.02
盘,条,0,16,1319313.179992676
台,W,0,1,1318100.01
吨,无,0,3,1316432.36671875
枚,公斤,0,2,1314649.2
厅,盒,0,1,1311209.09
1BT,套,0,3,1311101.420000764
部,件,0,2,1305200
套/条,条,0,1,1304885.375
克拉,UNKNOWN,0,3,1302103.78125
L,UNKNOWN,0,5,1301450.629999542
平方尺,双,0,3,1301400
PRS,个,0,1,1299782.31
KPCS,PCS,0,3,1299429.32
袋,组,0,8,1299377.159997253
万粒,板,0,2,1295741.8
万千瓦时,kw.h,0,1,1294404.15
UNKNOWN,千支,0,2,1294080.979765625
包,卷,0,88,1291471.275273132
套,艘,0,1,1291457.29
m3,台,0,2,1291163.5
项,瓦,0,1,1290466.375
面,个,0,19,1289341.43984375
片,瓦,0,4,1288716.5
吨,25KG编织袋,0,1,1287000
UNKNOWN,升,0,11,1284535.305878906
pcs,批,0,8,1283554.608515625
盏,个,0,30,1281103.551386604
set,套,0,6,1280969.510021973
立方,㎡,0,5,1278506.75
箱,项,0,10,1277430
支,巴,0,5,1277259.965332031
粒,付,0,4,1277014.21
M2,张,0,7,1275538.06
KG,㎡,0,4,1273607.805
十亿,BOU,0,1,1273600
个,孔,0,1,1269926.3
人,UNKNOWN,0,10,1269868.8125
桶,200L/桶,0,4,1269400
公斤,听,0,3,1269301.82
平米,kg,0,5,1268823.372421875
台份,辆,0,1,1268500
千米,百米,0,2,1267393.25
双,公斤,0,10,1267072.924804688
笔,无,0,4,1266034.549438477
车,批,0,2,1263630.02
车位,UNKNOWN,0,1,1260000
米,㎡,0,16,1255495.182526855
块,立方,0,5,1254827.7225
套,千套,0,1,1252696.11
KG,公里,0,1,1249627.59
口,个,0,14,1249027.83001709
重箱,平米,0,3,1247071.66
只,辆,0,24,1246784.5834375
6瓶箱,件,0,1,1246400.78125
条,枚,0,2,1245139
支,枚,0,6,1244754.969970703
EA,PC,0,4,1243034.81
箱(0.99*12),瓶,0,1,1242662.4
件,M,0,10,1242579.584375
件,百支,0,1,1240000
节,PC,0,2,1238944.569999695
英尺,条,0,1,1238272.38
条,㎡,0,3,1237717.1675
份,次,0,23,1235640.759453125
令,箱,0,20,1233896.89609375
BAG,箱,0,7,1233165.71
升,KG,0,17,1232064.069462891
T,片,0,4,1231750
根,批,0,39,1231319.063071289
架,套,0,11,1231316.3
排,UNKNOWN,0,5,1230452.024536133
PC,盒,0,10,1229432.689433596
元/延米,吨,0,1,1229200
kW·h,元/度,0,1,1228201.375
kg,T,0,7,1227349.66015625
kW·h,kW·h,1,1,1226136.06
套,点,0,8,1224436.796875
月,无,0,3,1223092.790039063
件,BOX,0,3,1222909.854999237
kwh,kWh,0,2,1222327.43
ZHI,ZHI,1,1,1221265.38
张,卷,0,60,1220236.569683209
份,项,0,24,1219689.990351562
只,万张,0,1,1219094.84
1,套,0,9,1219020
公斤,kG,0,2,1218022.07
令,支,0,1,1216433.05
UNKNOWN,千瓦,0,2,1215782.97
KG,付,0,19,1212521.420175781
吨,PC/1,0,1,1212447.5
节,台,0,30,1208638.3209375
把,盒,0,95,1207787.598774681
包,根,0,22,1204104.959746094
KG,piece,0,3,1204024.157548828
式,EA,0,3,1202630
平方,度,0,1,1200240.609375
块,付,0,15,1199882.349903107
单,批,0,9,1199806.82
M,个,0,25,1199731.520714722
对,辆,0,3,1199331.76
EACH(个),件,0,2,1198677.68359375
组,盒,0,17,1198217.004583435
提,包,0,25,1197387.167713241
平米,台,0,10,1197172.993554688
平方,项,0,18,1196930.04
根,小时,0,1,1196000
PCS,双,0,7,1195464.98
元,项,0,8,1195299.421875
PCS,kg,0,12,1191061.13828125
捆,捆,1,37,1188640.721574097
千瓦时,兆瓦时,0,1,1188325.53
度,平方米,0,3,1187191.85
G,克,0,3,1186759.6875
箱,付,0,16,1185643.011001587
张,吨(MT),0,2,1185362.75
平方,次,0,7,1184173.800003052
张,pcs,0,12,1183045.44578125
只,次,0,31,1181567.652695313
千瓦时,kw,0,2,1181364.8671875
公斤,千个,0,6,1180187.105625
千颗,片,0,1,1179215.76
月,季,0,5,1179073.84828125
台,立方米,0,6,1176454.8203125
千克,L,0,7,1176269.27921875
KWH,月,0,3,1175867.3984375
公斤,环,0,1,1171531.375
件,枚,0,4,1169777.220214844
个,KB,0,1,1163003.375
桶（20）,箱,0,1,1162998.140625
t,套,0,1,1157559.91
块,m3,0,6,1155931
pcs,桶,0,1,1155086.1875
kg,平,0,1,1154381.6
个,立方,0,5,1151950
台,m3,0,4,1151790
把,PCS,0,68,1151504.897499885
平方,条,0,10,1150919.5175
樘,个,0,15,1150575.109089355
件,小时,0,3,1149333.8
PCS,立方米,0,1,1147442.06
kg,升,0,11,1145517.703063965
千,千件,0,5,1145140.33
M2,m2,0,4,1144384.170390625
卷,枚,0,4,1143608.87
组,米,0,11,1143507.141601563
趟,吨,0,2,1141568.375
组,平方,0,1,1140633.25
套,笔,0,8,1139836.875
万支,个,0,3,1138103.1875
斤,袋,0,32,1134849.470324707
EA,吨,0,6,1133839.17
根,盘,0,16,1133355.049992676
支,T,0,6,1132584.525390625
千克,m3,0,2,1131862.1
袋,套,0,30,1131373.93288208
节点,套,0,5,1130693.8984375
本,包,0,49,1130253.499120331
吨,节,0,7,1129230
千克,平,0,1,1128055.16
部,分,0,2,1126414.11
枚,套,0,11,1124556.750234375
个,ST,0,27,1124411.489070892
片,袋,0,6,1122982.289999161
万千瓦时,万千瓦时,1,2,1119037.45
枚,卷,0,3,1118072.234375
件,本,0,33,1115483.361520386
916456853,只,0,1,1114240
台班,小时,0,1,1112000
1桶,个,0,1,1110825.375
ＰＣＳ,套,0,1,1110329.125
票,月,0,3,1109416.28
BAG,包,0,6,1108123.909228516
批,枚,0,3,1107891
组,块,0,33,1107540.188476563
立方,PCS,0,4,1106663.45
筒,盒,0,83,1105760.064257946
吨,台日,0,1,1105760
UNKNOWN,㎡,0,6,1105595.12375
卷,付,0,13,1104900.5
UNKNOWN,柜,0,5,1104296
kW·h,KW.h,0,2,1103852.2509375
12瓶箱,批,0,1,1101423
个,平米,0,26,1100513.809934082
架,吨,0,2,1096836
箱,KM,0,2,1096002.625
个,千瓦时,0,5,1095948.219851074
双,米,0,13,1095656.389072266
CA,盒,0,3,1095421.95875
台,通道,0,5,1095412.8
吨（美国）,吨,0,1,1095201.75
份,盒,0,17,1093914.76
UNKNOWN,台(套),0,1,1093264
张,SET,0,2,1091639.625
十亿,吨,0,1,1090020.5
片,粒,0,7,1078979
片,PIA,0,2,1078606
个,Piece,0,1,1075635.83
宗,项,0,11,1072911.3984375
千瓦时,平方米,0,1,1071947.625
鼓,盒,0,1,1070784
天,项,0,5,1070600
千米,套,0,6,1070511.87
瓶(听),箱,0,1,1070442
KG,M,0,7,1068078.765625
kw.h,月,0,1,1066790.375
PCS,千只,0,3,1065792.68
片,根,0,67,1065528.22928009
批,提,0,3,1065451
EA,包,0,11,1065221.260365753
基吨,基吨,1,1,1064744.18
升,听,0,10,1064622.625
件/包,个,0,1,1064314.08
扇,UNKNOWN,0,1,1063760
400ml/双管,400ml/双管,1,1,1059045
PC,面,0,1,1057692
贴,盒,0,4,1056388.899902344
吨,车,0,9,1054754.2
只,千只,0,13,1054323.365769043
吨,千只,0,4,1051523.068359375
双,批,0,13,1050854.5228125
批,个/月,0,2,1048941.32
千克,月,0,2,1048737.605
百度电,吨,0,1,1048515.1875
PCS,盏,0,6,1047926.496875
-,瓶,0,3,1044970
顶,双,0,3,1044349.1815625
卷,块,0,45,1043236.569742432
吨,戈,0,1,1042501.88
块,瓦,0,3,1042500
张,樘,0,4,1041133.6875
条,袋,0,16,1037957.286253471
㎡,瓦,0,1,1036925.95
箱,PC,0,13,1035380.096883545
双,码,0,5,1035281.70046875
一批,件,0,3,1035120.4009375
克,台,0,1,1035091.25
袋-60,箱,0,1,1034959.72
kw.h,kw·h,0,1,1034628.125
条,kg,0,25,1033885.272286072
件,千千瓦时,0,2,1030000
Kwh,KWh,0,1,1028555.0625
吨,㎏,0,11,1025649.298632813
个,万个,0,4,1025292.393798828
支,副,0,26,1024407.36796875
项目,批,0,1,1024400
1,工日,0,1,1023621
条,本,0,8,1021609.259991455
单,份,0,3,1021174.801875
千粒,个,0,7,1020887.585546875
付,樘,0,2,1020177
公里,批,0,3,1019761.5625
卷,平,0,1,1019598
千个,条,0,2,1018553.88
万只,PCS,0,3,1016866.46
床,台,0,3,1015434.897460938
千个,套,0,7,1014594.840390625
平方米,盒,0,7,1011095.500025024
只,GE,0,3,1004453.799959106
Kg,平方,0,1,1004000
PC,根,0,14,1003940.558105469
千个,米,0,3,1002786.6625
套,具,0,17,1001986.600097656
包 .,提.,0,2,1001535.125
吨,GE,0,1,1000946.7109375
公斤,万个,0,1,1000000
人份,盒,0,9,999632.5
场,UNKNOWN,0,10,999095.45
辆,吨,0,7,999042.28125
台,样,0,1,992453.8
公斤,KW,0,1,990000
CTN,盒,0,1,989997.75
趟,票,0,1,989865
盒,组,0,17,986930.9582458496
卷,根,0,85,985518.3314437866
码,平方米,0,3,984860.34375
立方米,台,0,6,984185.2
升,200L/桶,0,1,982590
只,枚,0,3,979822.1934375
kWh,个,0,1,978669.37
吨,TON,0,3,974150.75
根,平方米,0,14,973819.26
年,平米,0,1,971145
枚,条,0,3,969377.3115625
ST,件,0,4,968797.5340618896
SET,件,0,14,968072.4299804687
提,份,0,2,967939
袋,片,0,5,967426.4925000001
箱,L,0,2,964830
只,台.,0,1,964774
UNKNOWN,台/套,0,1,964427.1875
打,件,0,5,962892.140625
24瓶箱,批,0,1,961988.5
片,双,0,7,961760.2700195313
袋,只,0,15,961623.0086523629
扎,条,0,7,959752.9440917969
箱,坛,0,1,959535.5
支,1mg,0,1,957591
Kg,台,0,9,955753.38
T,令,0,1,954995.78125
套,piece,0,9,954001.2875976563
1L,UNKNOWN,0,1,953507.29
KW,度,0,1,951083.84375
组件,吨,0,1,950791.6800000001
次,平方米,0,6,950318.1750488281
货位,货位,1,1,950000
支,L,0,1,949734.8100000001
只(支),批,0,1,947788.55
宗,UNKNOWN,0,2,947157
km,套,0,4,946780.2821875
只,M,0,9,945491.8149023437
页,只,0,4,943471.53
片,千个,0,5,941295.39
公斤,座,0,2,940904.5
罐,EA,0,3,939436.267578125
千克,公分,0,1,937860
双,KG,0,6,937627.6700439453
元/㎡,月,0,1,936044.8
吨,轴,0,3,936040.8400000001
个,K,0,5,935970.2769726563
套,节,0,25,934735.6215625
20'箱数,UNKNOWN,0,1,934469
kW·h,月,0,1,932313.5
加仑,kg,0,1,932033.6900000001
位,张,0,5,931578
1ZH,支,0,12,930405.6525381469
平方,pcs,0,4,929538.9199999999
吨,KL,0,1,928337.97
KG,把,0,15,926272.7594177246
T,张,0,7,925339.3199999999
批,期,0,3,925150.2
1 瓶,瓶,0,4,924184.7099714279
kg,组,0,12,923590.6658203125
千颗,k,0,1,921592.72
PCS,路,0,1,921260
台,千瓦时,0,6,920503.8486328125
把,set,0,8,920408.8901171875
根,方,0,1,919828
穗,棒,0,1,919450
台,筒,0,5,918570.599609375
宗,次,0,1,918256
箱,厅,0,2,917690.5
批,坛,0,2,917680
瓶,G,0,2,917299.3850708008
台,串,0,3,916460
千米,根,0,8,914899.7
桶,盒,0,55,914874.7804642677
KG,樘,0,1,911450
辆,件,0,34,911413.673242569
张,位,0,10,911159.19921875
罐 .,盒.,0,1,911070.875
KG,副,0,7,911039.423125
对,只,0,25,908012.2719384766
台,A,0,1,907268
万片,打,0,1,905133
1 个,1个,0,28,903699.9477082063
组,项,0,5,902796.953125
双,套,0,21,901639.3999877929
T,桶,0,4,900045.939453125
立方米,元/立方米,0,1,900000
UNKNOWN,元/平方米,0,3,897997.27
吉焦,UNKNOWN,0,1,897473.5
件,pc,0,7,897128
盘,套,0,34,897109.4916406251
套,班,0,1,895053
辆,北京市,0,1,894100
千,支,0,7,891929.2099996185
趟,趟,1,4,889064.765625
吨,TO,0,5,888232.6941210937
平方米,平方英尺,0,1,886395.0625
纸箱,片,0,3,885942.35
公分,米,0,1,885619.5
盒,米,0,21,884513.3099658203
EA,把,0,11,883174.7998251342
只,盏,0,33,882482.4123046875
Set,SET,0,1,882404
吨,类,0,1,880259.78
个,盘,0,77,879644.2139779663
1L*12EA/BOX,升,0,1,879173.5600000001
㎡,m2,0,8,878424.7999999999
千,件,0,16,878171.6801892089
卷,千米,0,4,876407.3899999999
支,张,0,40,876401.9697912598
床,条,0,13,875147.5599999999
个,1,0,26,874657.8846875001
M2,批,0,2,874339.1875
粒,千克,0,5,872586.8375
个,M2,0,4,871305.1875
千瓦时,M,0,1,871086.9375
条,粒,0,4,871002.8024902344
瓶,千克,0,54,869453.059938755
套,T,0,9,869442.09
吨公里,支,0,1,868923.6899999999
KM,台,0,7,868596.01953125
piece,套,0,2,868327.2
盏,台,0,5,866852.5
平米,元,0,1,865480
樘,立方米,0,1,864350
毫克,盒,0,3,864113
KWH,千千瓦时,0,1,861379.13
张,双,0,9,860704.8
公斤,Le,0,1,858233.9199999999
通道,套,0,2,857925
尺,平方英尺,0,2,855199.05
M3,方,0,1,854069
把,piece,0,11,852661.1846484375
箱,板,0,6,851917.356237793
笔,批,0,6,849713.26
根,m,0,14,849411.2386950684
