product_id,unit_std,dimension,nrec,value,share,qty_std,v_prod
106040105,平方米,AREA,1,2238,.0000276308850836,1492,80996319.63395667
106040105,份,SERVICE,1,1357.199951171875,.0000167563163031,4000,80996319.63395667
106040105,次,SERVICE,1,1087.199951171875,.0000134228315075,121,80996319.63395667
106040105,罐,CONTAINER,2,595.9099731445313,7.35724753714e-06,61,80996319.63395667
106040105,项,SERVICE,1,100,1.23462399837e-06,1,80996319.63395667
106040106,千克,MASS,3,10147322.60009766,.668393575900283,174748,15181657.88237846
106040106,个,COUNT,610,3325127.126754284,.2190226622491474,1085062,15181657.88237846
106040106,瓶,CONTAINER,315,605274.9880759716,.0398688333491247,352697.7000007629,15181657.88237846
106040106,套,SET,22,459426.4699935913,.0302619432971713,671,15181657.88237846
106040106,OTHER,OTHER,89,313469.2844393253,.0206478954319721,93366,15181657.88237846
106040106,包,CONTAINER,21,119633.4231185913,.0078801290376495,171344,15181657.88237846
106040106,盒,CONTAINER,67,94158.47958683968,.0062021210276468,12950,15181657.88237846
106040106,UNKNOWN,UNKNOWN,28,56691.53035151958,.003734212086107,13676,15181657.88237846
106040106,卷,CONTAINER,21,21060.19957923889,.0013872134217755,5019,15181657.88237846
106040106,箱,CONTAINER,6,20481.67028808594,.0013491062996393,454,15181657.88237846
106040106,桶,CONTAINER,3,10695.0400390625,.0007044711534092,66,15181657.88237846
106040106,袋,CONTAINER,13,6346.070054292679,.0004180090279638,3210,15181657.88237846
106040106,批,BATCH,1,1971,.0001298277181103,8,15181657.88237846
106040107,个,COUNT,1007,6189306.853019625,.5423295170061219,9520356.658872604,11412446.96985534
106040107,千克,MASS,45,2456112.416404724,.2152134790104402,196385.1314496994,11412446.96985534
106040107,盒,CONTAINER,157,1122702.23614645,.0983752423219962,250544,11412446.96985534
106040107,套,SET,26,772195.2337141037,.0676625473707583,1052250.064999998,11412446.96985534
106040107,千米,LENGTH,19,237111.7813720703,.0207765943621358,139.444599609375,11412446.96985534
106040107,UNKNOWN,UNKNOWN,48,219945.4714040756,.0192724200151848,95631,11412446.96985534
106040107,包,CONTAINER,67,129177.2400939465,.011318978343133,11047,11412446.96985534
106040107,OTHER,OTHER,71,116432.980178237,.0102022800619167,36460.80000019073,11412446.96985534
106040107,卷,CONTAINER,18,69574.46815872192,.0060963672683426,15959,11412446.96985534
106040107,箱,CONTAINER,7,31624.5,.0027710534019157,127,11412446.96985534
106040107,批,BATCH,3,28023.2099609375,.0024554953056919,14,11412446.96985534
106040107,平方米,AREA,3,19540.69958496094,.0017122269778405,38.61000061035156,11412446.96985534
106040107,袋,CONTAINER,37,17232.46979570389,.0015099715110372,5495,11412446.96985534
106040107,副,SET,4,1879.640014648438,.0001647008761235,226,11412446.96985534
106040107,桶,CONTAINER,3,826.5,.000072420927973,4,11412446.96985534
106040107,瓶,CONTAINER,3,761.2700071334839,.0000667052393886,34,11412446.96985534
106040108,千克,MASS,3,608668.5,.5899007233774278,724670.8125,1031815.144275665
106040108,个,COUNT,49,130592.5533890724,.1265658428387853,117344,1031815.144275665
106040108,箱,CONTAINER,11,103837.7703123093,.1006360207914989,912,1031815.144275665
106040108,包,CONTAINER,15,70492.43044281006,.0683188561767968,16410,1031815.144275665
106040108,瓶,CONTAINER,117,40477.40990638733,.0392293233249668,13478,1031815.144275665
106040108,OTHER,OTHER,5,35192.60000038147,.0341074660472121,511,1031815.144275665
106040108,桶,CONTAINER,3,23418,.0226959258447786,153,1031815.144275665
106040108,盒,CONTAINER,11,12478.28021240234,.0120935230323278,2178,1031815.144275665
106040108,卷,CONTAINER,5,2921.750006198883,.0028316603244372,305,1031815.144275665
106040108,套,SET,1,2920,.0028299642781943,28,1031815.144275665
106040108,袋,CONTAINER,5,810.8500061035156,.000785848134331,213,1031815.144275665
106040108,UNKNOWN,UNKNOWN,1,5,4.84582924348e-06,2,1031815.144275665
